study_code,group,platform,start_ms,end_ms,raw_duration_ms,prompt_excluded_duration_ms,mean_dwell_ms,swipe_count,risk_score,risk_level,sentiment_reliability,nsd_percent,oov_ratio
P-04Y,CONTROL,INSTAGRAM,1778460221000,1778462153473,1932473,1932473,4668,418,99.0,CRITICAL,RELIABLE,92.2395860198652,0.297837482309763
P-25X,INTERVENTION,TIKTOK,1778460498000,1778461004804,506804,506804,16149,28,27.08,SAFE,RELIABLE,37.3354487441181,0.161387262856823
P-07X,INTERVENTION,INSTAGRAM,1778460855000,1778464033726,3178726,3040759,2290,1387,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.928844023220811
P-06Y,CONTROL,FACEBOOK,1778460877000,1778462921677,2044677,2044677,6776,299,99.0,CRITICAL,RELIABLE,94.0997554790475,0.070590382867658
P-18Y,CONTROL,TIKTOK,1778461317000,1778462179525,862525,862525,10917,81,39.03,WARNING,RELIABLE,29.2589396570738,0.199218035127109
P-03X,INTERVENTION,FACEBOOK,1778461654000,1778462941173,1287173,1126639,6743,195,92.0,CRITICAL,RELIABLE,76.6633197294857,0.155132651342201
P-05X,INTERVENTION,INSTAGRAM,1778461897000,1778464694467,2797467,2765726,6369,445,99.0,CRITICAL,RELIABLE,73.3220797240559,0.359592973254484
P-11X,INTERVENTION,TIKTOK,1778463755000,1778464989703,1234703,1206686,2703,453,85.78,CRITICAL,RELIABLE,60.860309374957,0.160911671372744
P-17X,INTERVENTION,TIKTOK,1778464776000,1778465387529,611529,560907,13723,45,39.44,WARNING,RELIABLE,58.0048035528649,0.390793135376792
P-28Y,CONTROL,TIKTOK,1778464994000,1778465513483,519483,519483,16650,37,27.31,SAFE,SENTIMENT_UNRELIABLE,,0.502281021441287
P-18Y,CONTROL,TIKTOK,1778465160000,1778465623418,463418,463418,14668,36,35.09,WARNING,RELIABLE,56.4694592387319,0.089076834174435
P-08Y,CONTROL,TIKTOK,1778465181000,1778466433701,1252701,1252701,4155,306,99.0,CRITICAL,RELIABLE,95.1944908315652,0.396975602634788
P-36Y,CONTROL,INSTAGRAM,1778466936000,1778467861486,925486,925486,22482,39,29.03,SAFE,SENTIMENT_UNRELIABLE,,0.933057470625233
P-12Y,CONTROL,INSTAGRAM,1778466977000,1778467862273,885273,885273,7839,117,67.4,CRITICAL,RELIABLE,48.8849153205121,0.244427857493054
P-16Y,CONTROL,INSTAGRAM,1778467260000,1778469360501,2100501,2100501,7455,279,86.08,CRITICAL,RELIABLE,51.5491427675251,0.189559220390518
P-46Y,CONTROL,INSTAGRAM,1778467823000,1778468662638,839638,839638,10288,80,13.77,SAFE,RELIABLE,22.6481654526311,0.34621145374237
P-09X,INTERVENTION,TIKTOK,1778468110000,1778469906252,1796252,1710886,8398,212,89.62,CRITICAL,RELIABLE,81.5082584253178,0.387473278682727
P-04Y,CONTROL,TIKTOK,1778468154000,1778469496173,1342173,1342173,3104,435,99.0,CRITICAL,RELIABLE,97.9484708833969,0.262546799763981
P-08Y,CONTROL,TIKTOK,1778468435000,1778471954474,3519474,3519474,4679,757,99.0,CRITICAL,RELIABLE,96.1161063497383,0.245643177156752
P-22Y,CONTROL,TIKTOK,1778468910000,1778469769051,859051,859051,9183,98,38.61,WARNING,RELIABLE,17.9401905796937,0.357221538796426
P-09X,INTERVENTION,TIKTOK,1778469594000,1778471084937,1490937,1321373,2743,543,87.97,CRITICAL,RELIABLE,56.6627959272019,0.279464934884306
P-48Y,CONTROL,INSTAGRAM,1778470179000,1778470480027,301027,301027,22326,17,0.0,SAFE,RELIABLE,24.3777148508326,0.219130262288624
P-02Y,CONTROL,TIKTOK,1778470555000,1778472255119,1700119,1700119,3951,434,99.0,CRITICAL,RELIABLE,69.0995343947054,0.048540760938919
P-26Y,CONTROL,TIKTOK,1778470635000,1778471491035,856035,856035,9881,83,41.31,WARNING,RELIABLE,30.5825482941876,0.118328905377384
P-04Y,CONTROL,TIKTOK,1778471393000,1778473740066,2347066,2347066,4196,560,99.0,CRITICAL,RELIABLE,75.4693483848101,0.221380219153178
P-01X,INTERVENTION,TIKTOK,1778471473000,1778474539570,3066570,2922359,4196,735,99.0,CRITICAL,RELIABLE,94.6293362201126,0.309965181732804
P-27X,INTERVENTION,FACEBOOK,1778471815000,1778472830259,1015259,1005347,7973,126,54.3,WARNING,RELIABLE,52.9979553604484,0.335625495677819
P-49X,INTERVENTION,FACEBOOK,1778472135000,1778472690866,555866,555866,12077,45,2.29,SAFE,RELIABLE,9.7304605885715,0.286939818838342
P-01X,INTERVENTION,TIKTOK,1778472899000,1778474265535,1366535,1336564,3381,410,86.89,CRITICAL,SENTIMENT_UNRELIABLE,,0.70676731660549
P-10Y,CONTROL,INSTAGRAM,1778473281000,1778475966615,2685615,2685615,2696,1000,98.74,CRITICAL,SENTIMENT_UNRELIABLE,,0.72304897940297
P-13X,INTERVENTION,INSTAGRAM,1778473613000,1778476122787,2509787,2382460,6977,357,88.24,CRITICAL,SENTIMENT_UNRELIABLE,,0.915576063605046
P-50Y,CONTROL,INSTAGRAM,1778474292000,1778475017579,725579,725579,30779,27,0.11,SAFE,RELIABLE,18.4334975332294,0.157148490842119
P-20Y,CONTROL,INSTAGRAM,1778475120000,1778476384526,1264526,1264526,11409,114,46.41,WARNING,SENTIMENT_UNRELIABLE,,0.671771043237257
P-03X,INTERVENTION,INSTAGRAM,1778475364000,1778477365249,2001249,1834535,5479,368,99.0,CRITICAL,RELIABLE,61.1713332486346,0.366567205679034
P-25X,INTERVENTION,FACEBOOK,1778475425000,1778476082479,657479,657479,13320,55,30.72,SAFE,RELIABLE,26.3819381457367,0.06231435548117
P-50Y,CONTROL,FACEBOOK,1778475472000,1778475813355,341355,341355,13971,28,0.0,SAFE,RELIABLE,6.1804721476269,0.160165738434392
P-05X,INTERVENTION,INSTAGRAM,1778476293000,1778477551397,1258397,1166595,2466,513,95.13,CRITICAL,RELIABLE,62.630996938236,0.279749690778334
P-34Y,CONTROL,FACEBOOK,1778476343000,1778477372850,1029850,1029850,22887,46,35.73,WARNING,RELIABLE,53.8553032627684,0.167123941419073
P-12Y,CONTROL,FACEBOOK,1778476358000,1778477095880,737880,737880,5341,143,78.23,CRITICAL,RELIABLE,74.5713306507764,0.322650175194117
P-12Y,CONTROL,TIKTOK,1778477613000,1778479021690,1408690,1408690,5449,261,75.61,CRITICAL,SENTIMENT_UNRELIABLE,,0.765970216051978
P-01X,INTERVENTION,INSTAGRAM,1778478803000,1778483198876,4395876,4339426,6182,714,99.0,CRITICAL,RELIABLE,92.3405422617789,0.105748317224578
P-23X,INTERVENTION,TIKTOK,1778479061000,1778480009149,948149,892183,9626,102,41.61,WARNING,RELIABLE,25.9691310525137,0.196681011675306
P-13X,INTERVENTION,INSTAGRAM,1778479066000,1778480125269,1059269,1001849,6417,162,77.2,CRITICAL,RELIABLE,63.5126025071949,0.232931789289858
P-27X,INTERVENTION,INSTAGRAM,1778479228000,1778480615147,1387147,1305020,15713,90,38.85,WARNING,RELIABLE,33.7249218270862,0.359251655818923
P-06Y,CONTROL,INSTAGRAM,1778479401000,1778481062193,1661193,1661193,5922,285,99.0,CRITICAL,RELIABLE,87.1785899582332,0.128549760528819
P-15X,INTERVENTION,TIKTOK,1778479518000,1778480555391,1037391,900350,5647,182,70.01,CRITICAL,SENTIMENT_UNRELIABLE,,0.546117911118814
P-05X,INTERVENTION,FACEBOOK,1778479601000,1778480764704,1163704,1004148,2690,430,99.0,CRITICAL,RELIABLE,97.7922681733164,0.419148308183015
P-08Y,CONTROL,TIKTOK,1778480823000,1778483036306,2213306,2213306,3327,664,99.0,CRITICAL,RELIABLE,96.0685459010526,0.134754843059408
P-25X,INTERVENTION,INSTAGRAM,1778481838000,1778482940739,1102739,1033872,9079,122,55.12,WARNING,RELIABLE,58.1910780303176,0.20168175664701
P-46Y,CONTROL,TIKTOK,1778482249000,1778482856516,607516,607516,18062,34,0.0,SAFE,RELIABLE,6.8691251093728,0.088516052045884
P-08Y,CONTROL,FACEBOOK,1778483911000,1778485214841,1303841,1303841,6671,196,79.84,CRITICAL,SENTIMENT_UNRELIABLE,,0.595469253504373
P-24Y,CONTROL,FACEBOOK,1778484710000,1778485332414,622414,622414,17955,39,25.26,SAFE,RELIABLE,26.5607547101391,0.16095326995703
P-07X,INTERVENTION,FACEBOOK,1778485895000,1778487112669,1217669,1176362,6209,193,96.39,CRITICAL,RELIABLE,90.305299996487,0.373562293807656
P-05X,INTERVENTION,FACEBOOK,1778486727000,1778488109070,1382070,1313898,3690,377,93.93,CRITICAL,RELIABLE,60.6308327058596,0.126956136464654
P-02Y,CONTROL,INSTAGRAM,1778487249000,1778489935948,2686948,2686948,2820,950,99.0,CRITICAL,RELIABLE,91.7498334901896,0.384816195944838
P-13X,INTERVENTION,INSTAGRAM,1778487845000,1778489932363,2087363,1982881,8719,239,79.03,CRITICAL,SENTIMENT_UNRELIABLE,,0.935227027758108
P-18Y,CONTROL,INSTAGRAM,1778487848000,1778488369271,521271,521271,16570,37,33.54,WARNING,RELIABLE,56.8834985095888,0.198673516843938
P-07X,INTERVENTION,INSTAGRAM,1778487850000,1778489159439,1309439,1177214,6865,187,88.89,CRITICAL,RELIABLE,66.6745245706111,0.263920241502012
P-16Y,CONTROL,TIKTOK,1778487861000,1778488898864,1037864,1037864,5790,185,69.75,CRITICAL,SENTIMENT_UNRELIABLE,,0.905955428834297
P-14Y,CONTROL,TIKTOK,1778487915000,1778490745733,2830733,2830733,7037,408,99.0,CRITICAL,RELIABLE,86.4764637594863,0.189687042645214
P-48Y,CONTROL,FACEBOOK,1778488005000,1778488305936,300936,300936,21106,12,0.0,SAFE,RELIABLE,10.4734523885641,0.381722381727309
P-15X,INTERVENTION,TIKTOK,1778488508000,1778491032970,2524970,2460907,5774,436,98.21,CRITICAL,RELIABLE,60.9298643970805,0.069548534175351
P-45X,INTERVENTION,TIKTOK,1778488629000,1778489289922,660922,660922,12117,55,5.49,SAFE,RELIABLE,15.3294102939726,0.172204031960128
P-03X,INTERVENTION,INSTAGRAM,1778488743000,1778490868306,2125306,1968868,3178,668,97.95,CRITICAL,SENTIMENT_UNRELIABLE,,0.593538645092757
P-23X,INTERVENTION,TIKTOK,1778488889000,1778489450101,561101,561101,11912,47,28.59,SAFE,RELIABLE,15.7032805994202,0.323038057318028
P-26Y,CONTROL,TIKTOK,1778489317000,1778490406142,1089142,1089142,6155,181,49.52,WARNING,RELIABLE,24.151628517715,0.150711178715023
P-06Y,CONTROL,TIKTOK,1778489563000,1778492301751,2738751,2738751,5728,477,99.0,CRITICAL,RELIABLE,71.3303821107511,0.060330813910485
P-24Y,CONTROL,FACEBOOK,1778489569000,1778490538573,969573,969573,7510,130,49.56,WARNING,SENTIMENT_UNRELIABLE,,0.799234468148945
P-21X,INTERVENTION,TIKTOK,1778489964000,1778490768213,804213,721213,17641,44,34.06,WARNING,RELIABLE,46.0680008270716,0.297419912427894
P-09X,INTERVENTION,INSTAGRAM,1778490416000,1778491677801,1261801,1203396,3730,343,79.66,CRITICAL,RELIABLE,46.5567661918049,0.172564718904472
P-27X,INTERVENTION,INSTAGRAM,1778490533000,1778490951416,418416,392884,9866,39,33.56,WARNING,RELIABLE,25.5155572722422,0.075660303148035
P-03X,INTERVENTION,INSTAGRAM,1778490689000,1778493720455,3031455,2994152,3740,811,99.0,CRITICAL,RELIABLE,59.634254215708,0.334174864194619
P-19X,INTERVENTION,INSTAGRAM,1778490897000,1778491668224,771224,731661,14018,59,36.98,WARNING,RELIABLE,45.0208605811089,0.108828780243273
P-11X,INTERVENTION,TIKTOK,1778491097000,1778493235233,2138233,1990872,6578,322,83.76,CRITICAL,SENTIMENT_UNRELIABLE,,0.895147914185656
P-11X,INTERVENTION,INSTAGRAM,1778492282000,1778493196443,914443,807575,3937,231,87.94,CRITICAL,RELIABLE,88.924225751592,0.308779412082396
P-45X,INTERVENTION,INSTAGRAM,1778492512000,1778493079262,567262,567262,18682,31,0.0,SAFE,RELIABLE,15.0066471144907,0.305060276584414
P-47X,INTERVENTION,INSTAGRAM,1778493040000,1778493624399,584399,584399,16026,38,0.0,SAFE,RELIABLE,21.9917725624145,0.312234033296494
P-23X,INTERVENTION,INSTAGRAM,1778493180000,1778493823046,643046,599663,10233,65,41.0,WARNING,RELIABLE,41.0574106221631,0.051650009404932
P-13X,INTERVENTION,TIKTOK,1778494582000,1778495543315,961315,906795,5119,186,74.32,CRITICAL,RELIABLE,51.200439080765,0.382464758874876
P-36Y,CONTROL,TIKTOK,1778494951000,1778495842870,891870,891870,14825,64,36.27,WARNING,RELIABLE,54.7468419432435,0.089932661643359
P-05X,INTERVENTION,TIKTOK,1778495170000,1778496943437,1773437,1682141,3297,534,99.0,CRITICAL,RELIABLE,89.0240901904267,0.101305692203039
P-10Y,CONTROL,TIKTOK,1778495371000,1778496353055,982055,982055,7397,133,70.91,CRITICAL,RELIABLE,53.0069874574199,0.281741376452239
P-02Y,CONTROL,FACEBOOK,1778495596000,1778497083315,1487315,1487315,6353,235,83.02,CRITICAL,SENTIMENT_UNRELIABLE,,0.814228066600979
P-14Y,CONTROL,FACEBOOK,1778496274000,1778497171457,897457,897457,3352,271,88.65,CRITICAL,RELIABLE,88.4512132526625,0.14534961370447
P-09X,INTERVENTION,INSTAGRAM,1778496509000,1778498863357,2354357,2316869,8627,270,99.0,CRITICAL,RELIABLE,89.0023754294155,0.073848309467194
P-10Y,CONTROL,INSTAGRAM,1778496702000,1778498902931,2200931,2200931,2534,869,99.0,CRITICAL,RELIABLE,66.6298669561319,0.288624553883449
P-16Y,CONTROL,TIKTOK,1778497215000,1778498152954,937954,937954,3781,245,72.11,CRITICAL,SENTIMENT_UNRELIABLE,,0.885272164087058
P-08Y,CONTROL,FACEBOOK,1778497375000,1778498894047,1519047,1519047,2613,582,99.0,CRITICAL,RELIABLE,87.8537635588721,0.06576228678336
P-21X,INTERVENTION,FACEBOOK,1778497476000,1778498304596,828596,792999,9685,90,43.5,WARNING,SENTIMENT_UNRELIABLE,,0.509858269089667
P-02Y,CONTROL,TIKTOK,1778497616000,1778499133145,1517145,1517145,3276,460,99.0,CRITICAL,RELIABLE,98.8256520574454,0.374793403177301
P-47X,INTERVENTION,TIKTOK,1778497687000,1778498396464,709464,709464,14602,45,4.33,SAFE,RELIABLE,24.1447900400047,0.256077207539146
P-30Y,CONTROL,FACEBOOK,1778497709000,1778498249552,540552,540552,16906,30,19.99,SAFE,RELIABLE,26.1879069235359,0.346975538588445
P-15X,INTERVENTION,INSTAGRAM,1778497960000,1778500125296,2165296,2029028,5186,421,94.37,CRITICAL,RELIABLE,61.2978616731576,0.074113579543116
P-11X,INTERVENTION,TIKTOK,1778498383000,1778500334631,1951631,1843359,4343,451,93.91,CRITICAL,RELIABLE,64.335865467718,0.198429182270022
P-14Y,CONTROL,TIKTOK,1778498492000,1778500044036,1552036,1552036,6218,248,86.97,CRITICAL,RELIABLE,71.1937262100049,0.369030979948181
P-04Y,CONTROL,INSTAGRAM,1778499140000,1778500564605,1424605,1424605,5230,270,95.03,CRITICAL,RELIABLE,71.2211712049449,0.206200416993703
P-11X,INTERVENTION,INSTAGRAM,1778499448000,1778501355325,1907325,1788192,3131,611,92.62,CRITICAL,RELIABLE,55.1431938491995,0.411913012427378
P-16Y,CONTROL,TIKTOK,1778499610000,1778501319631,1709631,1709631,4849,351,87.95,CRITICAL,RELIABLE,59.2988449619121,0.050740071960123
P-09X,INTERVENTION,TIKTOK,1778499790000,1778501188918,1398918,1332779,2861,488,80.32,CRITICAL,SENTIMENT_UNRELIABLE,,0.581214905840769
P-05X,INTERVENTION,FACEBOOK,1778500512000,1778502747640,2235640,2172894,3611,618,99.0,CRITICAL,RELIABLE,66.8527144696222,0.043957030691179
P-28Y,CONTROL,INSTAGRAM,1778501309000,1778502683983,1374983,1374983,13728,98,39.35,WARNING,RELIABLE,24.1756879663298,0.280966705116764
P-23X,INTERVENTION,TIKTOK,1778502108000,1778502542300,434300,434300,14411,30,29.09,SAFE,SENTIMENT_UNRELIABLE,,0.540038838132593
P-34Y,CONTROL,TIKTOK,1778503242000,1778503614903,372903,372903,10543,32,33.98,WARNING,RELIABLE,45.309513966772,0.067848064971493
P-32Y,CONTROL,TIKTOK,1778503724000,1778504615943,891943,891943,17872,53,32.32,SAFE,RELIABLE,49.268595079337,0.412390221559733
P-18Y,CONTROL,INSTAGRAM,1778504230000,1778504604863,374863,374863,16406,25,22.39,SAFE,RELIABLE,28.4760986703053,0.213566140280126
P-15X,INTERVENTION,INSTAGRAM,1778504660000,1778507001316,2341316,2262500,8660,271,82.71,CRITICAL,SENTIMENT_UNRELIABLE,,0.890124261724857
P-37X,INTERVENTION,INSTAGRAM,1778504711000,1778505235639,524639,524639,39472,16,9.38,SAFE,SENTIMENT_UNRELIABLE,,0.576506940195198
P-20Y,CONTROL,INSTAGRAM,1778505387000,1778506363300,976300,976300,13726,69,37.92,WARNING,RELIABLE,37.2309711636748,0.374777098938282
P-01X,INTERVENTION,TIKTOK,1778505424000,1778508309789,2885789,2774624,2659,1085,99.0,CRITICAL,RELIABLE,64.693543305076,0.114798432784289
P-08Y,CONTROL,INSTAGRAM,1778505468000,1778506755253,1287253,1287253,3558,358,91.29,CRITICAL,RELIABLE,55.7483708423069,0.401801942629117
P-26Y,CONTROL,INSTAGRAM,1778506742000,1778508296572,1554572,1554572,9820,164,53.47,WARNING,SENTIMENT_UNRELIABLE,,0.489338433829967
P-19X,INTERVENTION,FACEBOOK,1778506860000,1778507523465,663465,663465,14883,45,28.29,SAFE,RELIABLE,27.6943404511794,0.046164150322183
P-05X,INTERVENTION,FACEBOOK,1778506892000,1778508688515,1796515,1747714,2638,684,99.0,CRITICAL,RELIABLE,93.7350373009593,0.215992311096948
P-07X,INTERVENTION,TIKTOK,1778507362000,1778508649787,1287787,1224022,5983,220,97.67,CRITICAL,RELIABLE,89.896763817293,0.384282167506316
P-24Y,CONTROL,FACEBOOK,1778507841000,1778508732396,891396,891396,16594,56,35.06,WARNING,RELIABLE,45.3439190423388,0.237247293587847
P-06Y,CONTROL,TIKTOK,1778509076000,1778512655619,3579619,3579619,6292,566,99.0,CRITICAL,RELIABLE,77.4803655050354,0.20237671492409
P-28Y,CONTROL,TIKTOK,1778509387000,1778509819588,432588,432588,14657,34,22.56,SAFE,RELIABLE,18.616239725796,0.183049370423489
P-22Y,CONTROL,FACEBOOK,1778510523000,1778511936516,1413516,1413516,7911,181,54.99,WARNING,RELIABLE,37.2753621260118,0.205067527871764
P-47X,INTERVENTION,INSTAGRAM,1778510734000,1778511142156,408156,408156,28917,11,0.0,SAFE,RELIABLE,24.7672466487167,0.143142160823958
P-12Y,CONTROL,INSTAGRAM,1778511085000,1778512275105,1190105,1190105,5214,231,72.97,CRITICAL,SENTIMENT_UNRELIABLE,,0.557254918137334
P-17X,INTERVENTION,TIKTOK,1778511225000,1778512860378,1635378,1563682,16507,100,48.02,WARNING,RELIABLE,53.1468135388841,0.121150774807669
P-02Y,CONTROL,TIKTOK,1778511380000,1778512773099,1393099,1393099,3105,453,99.0,CRITICAL,RELIABLE,85.9895644269854,0.137864367696088
P-46Y,CONTROL,INSTAGRAM,1778540840000,1778541189870,349870,349870,12552,31,0.0,SAFE,RELIABLE,1.8297519621888,0.102242929308288
P-09X,INTERVENTION,INSTAGRAM,1778541701000,1778542864245,1163245,1027772,5367,218,88.81,CRITICAL,RELIABLE,89.0736846107271,0.340627597114148
P-06Y,CONTROL,INSTAGRAM,1778541910000,1778543067729,1157729,1157729,3235,358,84.23,CRITICAL,SENTIMENT_UNRELIABLE,,0.596784539485991
P-50Y,CONTROL,INSTAGRAM,1778542062000,1778542450455,388455,388455,23231,18,1.47,SAFE,SENTIMENT_UNRELIABLE,,0.520732950208584
P-13X,INTERVENTION,FACEBOOK,1778542240000,1778544293294,2053294,1919907,8353,248,79.24,CRITICAL,SENTIMENT_UNRELIABLE,,0.634994098230958
P-07X,INTERVENTION,TIKTOK,1778543166000,1778546364163,3198163,3104402,6486,492,99.0,CRITICAL,RELIABLE,71.1746695421597,0.404639905880085
P-04Y,CONTROL,TIKTOK,1778544103000,1778545720043,1617043,1617043,4236,383,99.0,CRITICAL,RELIABLE,87.2330623356448,0.080193395342772
P-02Y,CONTROL,INSTAGRAM,1778544193000,1778546982896,2789896,2789896,4738,587,99.0,CRITICAL,RELIABLE,58.7368727130439,0.178573974904758
P-12Y,CONTROL,INSTAGRAM,1778544648000,1778546484777,1836777,1836777,6487,289,79.69,CRITICAL,SENTIMENT_UNRELIABLE,,0.600876215047575
P-13X,INTERVENTION,FACEBOOK,1778544715000,1778547158521,2443521,2342156,3558,684,99.0,CRITICAL,RELIABLE,91.5086654382244,0.328553641015834
P-07X,INTERVENTION,TIKTOK,1778545168000,1778547411950,2243950,2082312,4142,543,99.0,CRITICAL,RELIABLE,68.1582830177002,0.369058021120712
P-01X,INTERVENTION,INSTAGRAM,1778545630000,1778546760210,1130210,1044280,5782,197,92.26,CRITICAL,RELIABLE,78.7227954439279,0.224223420520566
P-08Y,CONTROL,INSTAGRAM,1778546036000,1778549172823,3136823,3136823,3117,1009,99.0,CRITICAL,SENTIMENT_UNRELIABLE,,0.841387189839506
P-18Y,CONTROL,TIKTOK,1778546053000,1778546749317,696317,696317,9983,67,42.39,WARNING,RELIABLE,41.5908609052243,0.200687543927493
P-12Y,CONTROL,INSTAGRAM,1778546402000,1778547657262,1255262,1255262,5383,230,73.57,CRITICAL,SENTIMENT_UNRELIABLE,,0.750852859689951
P-48Y,CONTROL,INSTAGRAM,1778546790000,1778547061853,271853,271853,27881,6,0.0,SAFE,RELIABLE,20.4227075775204,0.124801279463447
P-06Y,CONTROL,INSTAGRAM,1778546829000,1778548691915,1862915,1862915,4970,378,96.51,CRITICAL,RELIABLE,55.0288764658197,0.201489547868294
P-04Y,CONTROL,INSTAGRAM,1778546875000,1778550436509,3561509,3561509,4574,782,99.0,CRITICAL,RELIABLE,61.0706203546754,0.384258179942709
P-15X,INTERVENTION,INSTAGRAM,1778547214000,1778549332068,2118068,1949429,8727,243,91.05,CRITICAL,RELIABLE,73.7647635515703,0.086156711252833
P-18Y,CONTROL,INSTAGRAM,1778548285000,1778549298445,1013445,1013445,7542,139,46.86,WARNING,RELIABLE,27.3048914119084,0.077419461840916
P-31X,INTERVENTION,FACEBOOK,1778548442000,1778549614534,1172534,1146216,11556,104,45.57,WARNING,RELIABLE,52.304350010033,0.415578930851323
P-35X,INTERVENTION,TIKTOK,1778548475000,1778549331799,856799,856799,18096,44,27.66,SAFE,RELIABLE,36.2673051049452,0.387513466377055
P-30Y,CONTROL,TIKTOK,1778548954000,1778549311815,357815,357815,11211,29,30.44,SAFE,RELIABLE,38.8130213936191,0.224859531718428
P-48Y,CONTROL,INSTAGRAM,1778549169000,1778549945838,776838,776838,15614,55,3.53,SAFE,RELIABLE,24.5913674491381,0.289837852919949
P-20Y,CONTROL,INSTAGRAM,1778549837000,1778550232275,395275,395275,16700,20,30.8,SAFE,RELIABLE,53.8568675664919,0.120480100891124
P-05X,INTERVENTION,TIKTOK,1778549849000,1778551269107,1420107,1249729,6952,210,98.94,CRITICAL,RELIABLE,93.7039991485148,0.348081773401832
P-22Y,CONTROL,TIKTOK,1778550156000,1778550896390,740390,740390,13677,51,30.8,SAFE,RELIABLE,25.0706501243916,0.25687836552161
P-11X,INTERVENTION,TIKTOK,1778550552000,1778551320663,768663,691999,5158,150,69.65,CRITICAL,RELIABLE,45.3085055690175,0.277394765811228
P-03X,INTERVENTION,FACEBOOK,1778550904000,1778554746140,3842140,3788958,3781,1018,99.0,CRITICAL,RELIABLE,87.9914191463866,0.220835141262787
P-24Y,CONTROL,FACEBOOK,1778551364000,1778551833537,469537,469537,14338,34,30.54,SAFE,RELIABLE,40.063631898004,0.072639442930374
P-11X,INTERVENTION,INSTAGRAM,1778551656000,1778553237240,1581240,1408706,5355,295,87.22,CRITICAL,RELIABLE,65.6420047281496,0.08587906920098
P-28Y,CONTROL,FACEBOOK,1778551753000,1778552230274,477274,477274,12387,40,37.69,WARNING,RELIABLE,50.6184132216583,0.11272973769588
P-07X,INTERVENTION,FACEBOOK,1778552033000,1778554466553,2433553,2339784,1851,1314,99.0,CRITICAL,RELIABLE,71.3411485244069,0.257622372074287
P-44Y,CONTROL,INSTAGRAM,1778552799000,1778553023017,224017,224017,26507,10,0.0,SAFE,RELIABLE,6.3783457916332,0.070801409487774
P-20Y,CONTROL,TIKTOK,1778552837000,1778554273361,1436361,1436361,7046,209,61.99,WARNING,RELIABLE,53.0822596224955,0.413149529259483
